X,Y,OBJECTID,State_numb,NHS_Rest_S,Highway_Ro,Mile_Post,Municipali,County,State,Latitude,Longitude,Number_of
-11038141.4803,4963901.8099,976,25,Kearney Rest Area Eastbound,I-80E,269,Kearney,Buffalo,NE,40.670776,-99.157312,7
-11034237.2831,4963902.397,977,25,Kearney Rest Area Westbound,I-80W,270.94,Kearney,Buffalo,NE,40.67078,-99.12224,7
-11120906.1858,4984577.5893,978,25,Cozad Rest Area Westbound,I-80W,227.46,Cozad,Dawson,NE,40.8115,-99.9008,7
-11122385.6219,4985200.1985,979,25,Cozad Rest Area Eastbound,I-80E,226.73,Cozad,Dawson,NE,40.815733,-99.91409,7
-10869522.5079,4985936.7025,980,25,York Rest Area Eastbound,I-80E,350.8,York,York,NE,40.82074,-97.642582,8
-10804784.6581,4986058.0611,981,25,Blue River Rest Area Eastbound,I-80E,381,Milford,Seward,NE,40.821565,-97.061032,7
-10942193.8753,4986063.2097,982,25,Grand Island Rest Area Westbound,I-80W,316.52,Grand Island,Hall,NE,40.8216,-98.2954,7
-10859995.5633,4986210.3131,983,25,York Rest Area  Westbound,I-80W,355.23,York,York,NE,40.8226,-97.557,9
-10945669.9377,4986320.3479,984,25,Grand Island Rest Area Eastbound,I-80E,314.93,Grand Island,Hall,NE,40.823348,-98.326626,7
-10817003.9759,4986333.8818,985,25,Goehner Rest Area Westbound,I-80W,375>50,Goehner,Seward,NE,40.82344,-97.1708,56
-10722207.6372,5012886.1008,986,25,Platte River Rest Area Eastbound,I-80E,425,NA,Cass,NE,41.003691,-96.31923,16
-11182753.6251,5016756.8921,987,25,Brady Rest Area Westbound,I-80W,194,Brady,Lincoln,NE,41.029927,-100.456385,22
-11182822.0866,5016767.6646,988,25,Brady Rest Area Eastbound,I-80E,194.35,Brady,Lincoln,NE,41.03,-100.457,18
-11375226.6945,5016811.9347,989,25,Interch. 101 EB & WB Truck Parking no services,I-80E/W,101,US138 Interch.,Deuel,NE,41.0303,-102.1854,60
-11327631.8236,5028273.1902,990,25,Ogallala Rest Area Eastbound,I-80E,124.66,Ogallala,Keith,NE,41.107922,-101.757848,7
-11457525.194,5029126.8808,991,25,Sidney Rest Area Westbound,I-80W,61.37,Sidney,Cheyenne,NE,41.1137,-102.9247,7
-11310483.2787,5030028.2278,992,25,Ogallala Rest Area Westbound,I-80W,132.55,Ogallala,Keith,NE,41.1198,-101.6038,7
-11254090.717,5032990.7034,993,25,Sutherland Rest Area Eastbound,I-80E,159.6,Sutherland,Lincoln,NE,41.139845,-101.097217,7
-11253298.4562,5033205.7748,994,25,Sutherland Rest Area Westbound,I-80W,159.94,Sutherland,Lincoln,NE,41.1413,-101.0901,7
-11475978.2921,5035267.5994,995,25,Sidney Rest Area Eastbound,I-80E,51,Sidney,Cheyenne,NE,41.155247,-103.090467,34
-11530143.462,5045302.3975,996,25,Melia Hill Rest Area Westbound,I-80W,431.6,Grenta,Sarpy,NE,41.223084,-103.577041,26
-7928240.926,5274784.7097,997,27,Salem Rest Area,I-93N,1,Salem,Rockingham,NH,42.7552,-71.2206,32
-7890400.8708,5294444.0668,998,27,Seabrook Rest Area,I-95N,0.5,Seabrook,Rockingham,NH,42.884737,-70.880677,70
-7956779.2359,5328547.006,999,27,Hooksett Welcome Center South,I-93S,31,Hooksett,Merrimack,NH,43.1088,-71.476964,12
-7956638.3054,5328796.9248,1000,27,Hooksett Welcome Center North,I-93N,31,Hooksett,Merrimack,NH,43.110439,-71.475698,6
-8004991.1508,5363816.981,1001,27,Sutton Rest Area,I-89S,26,Sutton,Merrimack,NH,43.339671,-71.910059,16
-7971369.2137,5368806.6677,1002,27,Canterbury Rest Area,I-93N,51,Canterbury,Merrimack,NH,43.372262,-71.608028,15
-8026335.6613,5383464.359,1003,27,Springfield Rest Area,I-89N,39,Springfield,Sullivan,NH,43.4679,-72.1018,10
-7970342.0688,5387093.0457,1004,27,Sanbornton Rest Area,I-93S,61,Sanbornton,Belknap,NH,43.491553,-71.598801,9
-8044079.9881,5411253.0582,1005,27,Lebanon Rest Area,I-89S,57,Lebanon,Grafton,NH,43.6488,-72.2612,8
-7919212.9153,5477598.2864,1006,27,North Conway Rest Area,Rt. 16E,NA,North Conway,Carroll,NH,44.0785,-71.1395,4
-8000810.102,5516155.3047,1007,27,Littleton Rest Area,I-93,Exit 44,Littleton,Grafton,NH,44.3268,-71.8725,10
-7960234.1477,5609659.0995,1008,27,Colebrook Rest Area,Rt. 3N,NA,Colebrook,Coos,NH,44.9246,-71.508,2
-8318150.9121,4747672.1732,1009,28,Ocean View,Garden State Pkwy,18.3,Dennis,Cape May,NJ,39.181283,-74.723221,12
-8296526.9897,4789344.7058,1010,28,Atlantic City Service Area,Garden State Pkwy,40.8,Galloway,Atlantic,NJ,39.470862,-74.52897,10
-8319469.2689,4800800.9114,1011,28,Farley Service Plaza,Atlantic City Expwy,21.2,Hamilton,Atlantic,NJ,39.55026,-74.735064,14
-8392893.8239,4821924.8677,1012,28,John Fenwick,"NJ Turnpike NB
""to I-95""",5.4,Oldmans,Salem,NJ,39.696423,-75.394648,18
-8393118.578,4822132.6247,1013,28,Clara Barton,"NJ Turnpike NB
""to I-95""",5.4,Oldmans,Salem,NJ,39.697859,-75.396667,18
-8348705.7747,4849375.4053,1014,28,Walt Whitman,I-95 SB,30.2,Cherry Hill,Camden,NJ,39.8859,-74.9977,31
-8336583.0821,4863065.4145,1015,28,James Fenimore Cooper,I-95 NB,39.4,Mt. Laurel,Burlington,NJ,39.9802,-74.8888,47
-8307762.466,4892017.4084,1016,28,Woodrow Wilson,I-95 NB,58.7,Hamilton,Mercer,NJ,40.1792,-74.6299,42
-8307851.5216,4892585.6561,1017,28,Richard Stockton,I-95 SB,58.7,Hamilton,Mercer,NJ,40.1831,-74.6307,42
-8291988.3828,4912708.1203,1018,28,Molly Pitcher,I-95 SB,71.7,Cranbury,Mercer,NJ,40.32106,-74.488199,80
-8287049.3596,4926684.0953,1019,28,Joyce Kilmer,I-95 NB,78.7,East Brunswick,Middlesex,NJ,40.416714,-74.443831,53
-8266940.3842,4947214.4448,1020,28,Grover Cleveland,I-95 NB,92.9,Woodbridge,Middlesex,NJ,40.556981,-74.263189,46
-8267092.5579,4947657.2362,1021,28,Thomas Edison,I-95 SB,92.9,Woodbridge,Middlesex,NJ,40.560003,-74.264556,40
-8355695.737,4962152.0824,1022,28,UNKNOWN,I-78 EB,8,Greenwich,Hunterdon,NJ,40.6588533,-75.0604919,7
-8355589.438,4962285.8687,1023,28,UNKNOWN,I-78 WB,8,Greenwich,Hunterdon,NJ,40.659765,-75.059537,7
-8294633.3338,4977191.0886,1024,28,Harding Township (I-287 NB) Rest Area,I-287 NB,33,Harding,Morris,NJ,40.76126,-74.511959,20
-8244895.0062,4978468.7711,1025,28,Alexander Hamilton,I-95 SB,111.6,Secaucus,Hudson,NJ,40.769953,-74.065152,33
-8240950.9566,4986225.4648,1026,28,Vince Lombardi,I-95 NB/SB,115.9,Ridgefield,Bergen,NJ,40.822703,-74.029722,164
-8305200.6705,4998504.526,1027,28,UNKNOWN,I-80 WB,32,Roxbury,Morris,NJ,40.906122,-74.606887,10
-8325530.0585,5001165.5394,1028,28,UNKNOWN,I-80 EB,21.5,Allamuchy,Warren,NJ,40.924186,-74.789509,9
-8325530.0585,5001165.5394,1029,28,UNKNOWN,I-80 WB,21.5,Allamuchy,Warren,NJ,40.924186,-74.789509,9
-8353397.5573,5001577.9259,1030,28,UNKNOWN,I-80 EB,7.2,Knowlton,Warren,NJ,40.926985,-75.039847,23
-11864576.0441,3764169.1344,1031,29,NHS Rest Stop 6: Anthony Welcome Center,I-10N,164,Anthony,Dona Ana,NM,32.00654,-106.5813,17
-12050179.365,3789989.3648,1032,29,NHS Rest Stop 2: Yucca,I-10E,54,Deming,Luna,NM,32.203017,-108.248603,10
-12036175.7071,3792802.9242,1033,29,NHS Rest Stop 3: Gage,I-10W,61,Gage,Luna,NM,32.224401,-108.122806,13
-11896352.1928,3800310.9628,1034,29,NHS Rest Stop 5: Fairacres (scenic view/overlook),I-10E,135,Las Cruces,Dona Ana,NM,32.28144,-106.86675,10
-12105194.7932,3809669.2168,1035,29,NHS Rest Stop 1: Road Forks (name from original survey),I-10E,21,Lordsburg (Welcome Center),Hidalgo,NM,32.352485,-108.742815,10
-12020152.6022,3828539.6623,1036,29,NHS Rest Stop 4: Butterfield Trail,US 180S,145,Deming,Luna,NM,32.495574,-107.978868,4
-11902438.2519,3835856.8564,1037,29,NHS Rest Stop 7: Ft. Selden,I-25N,23,Radium Springs,Dona Ana,NM,32.550997,-106.921422,4
-11902658.4419,3836068.5589,1038,29,NHS Rest Stop 8: Ft. Selden,I-25S,23,Radium Springs,Dona Ana,NM,32.5526,-106.9234,3
-11475904.2646,3859066.6899,1039,29,NHS Rest Stop 18: City of Hobbs/K.L. Towle,US 62/180N&S,108,Hobbs,Lea,NM,32.72657,-103.089802,9
-11554216.9697,3876331.8251,1040,29,NHS Rest Stop 19: Maljamar,US 82S,143,Maljamar,Lea,NM,32.85695,-103.793297,2
-11556596.7578,3950914.1468,1041,29,NHS Rest Stop 20: Waldrop,US 380E,196,Roswell,Chaves,NM,33.417965,-103.814675,4
-11926477.9186,3978080.022,1042,29,NHS Rest Stop 9: Ft. Craig,I-25N,114,Magdalena,Socorro,NM,33.621416,-107.137374,4
-11926582.225,3978236.8329,1043,29,NHS Rest Stop 10: Ft. Craig,I-25S,114,Magdalena,Socorro,NM,33.622589,-107.138311,11
-11648591.0737,4022510.5337,1044,29,NHS Rest Stop 21: Mesa,US 285N,150,Roswell,Chaves,NM,33.953132,-104.641074,5
-11898876.9188,4069595.7567,1045,29,NHS Rest Stop 11: Walking Sands,I-25N,167,La Joya,Socorro,NM,34.303262,-106.88943,8
-11898983.2289,4069908.6704,1046,29,NHS Rest Stop 12: Walking Sands,I-25S,167,La Joya,Socorro,NM,34.305584,-106.890385,8
-11698150.9563,4161216.2709,1047,29,NHS Rest Stop 28: Anton Chico,I-40W,251,Santa Rosa,Guadalupe,NM,34.980388,-105.086278,17
-11697430.7192,4161406.2097,1048,29,NHS Rest Stop 27: Anton Chico,I-40E,251,Santa Rosa,Guadalupe,NM,34.981786,-105.079808,14
-11783303.0197,4164511.4476,1049,29,NHS Rest Stop 26: Rattlesnake Draw,I-40W,207,Moriarty,Torrance,NM,35.004638,-105.851212,12
-11782533.8021,4164712.0433,1050,29,NHS Rest Stop 25: Rattlesnake Draw,I-40E,207,Moriarty,Torrance,NM,35.006114,-105.844302,10
-11603785.8692,4173127.2765,1051,29,NHS Rest Stop 30: Pajarito (Newkirk),I-40W,302,Cuervo,Guadalupe,NM,35.06801,-104.238582,16
-11603830.0631,4173312.3865,1052,29,NHS Rest Stop 29: Pajarito (Newkirk),I-40E,302,Cuervo,Guadalupe,NM,35.069371,-104.238979,10
-11972992.2112,4173801.4943,1053,29,NHS Rest Stop 24: Acomita,I-40E&W,102,Acoma Pueblo,Cibola,NM,35.072967,-107.555219,8
-11471430.3343,4188887.6485,1054,29,NHS Rest Stop 31: Llano Estacado/Glen Rio (Welcome Center),I-40W,373,San Jon,Quay,NM,35.183805,-103.049612,52
-12134386.5485,4218019.7211,1055,29,NHS Rest Stop 23: Manuelito Welcome Center,I-40E,3,Mentmore,McKinley,NM,35.397411,-109.005049,22
-11817291.0866,4235824.9449,1056,29,NHS Rest Stop 13: La Bajada (Welcome Center),I-25N,269,Santa Fe,Santa Fe,NM,35.527687,-106.156532,14
-11675160.6984,4282183.287,1057,29,NHS Rest Stop 14: Ft. Union,I-25N,376,Watrous,Mora,NM,35.865887,-104.879753,8
-11672792.7103,4283810.0876,1058,29,NHS Rest Stop 15: Ft. Union,I-25S,376,Watrous,Mora,NM,35.877729,-104.858481,7
-11632834.6903,4389840.0739,1059,29,NHS Rest Stop 16: Thaxton,I-25N,435,Maxwell,Colfax,NM,36.645727,-104.499532,3
-11632954.9154,4390417.4004,1060,29,NHS Rest Stop 17: Thaxton,I-25S,435,Maxwell,Colfax,NM,36.649888,-104.500612,3
-11553486.4913,4395113.7596,1061,29,NHS Rest Stop 33: Sierra Grande,US-64N,392,Des Moines,Union,NM,36.683728,-103.786735,26
-12786112.1847,4194173.3012,1062,26,Southern Nv Rest Stop,US95,3,Cal Nev Ari,Clark,NV,35.222603,-114.8596,30
-12758261.4953,4387283.3407,1063,26,NB Mile Post-88 Truck Turnout,I-15N,MP 88,Moapa,Clark,NV,36.627297,-114.609413,8
-12758346.2094,4387426.7679,1064,26,SB Mile Post-88 Truck Turnout,I-15S,MP 88,Moapa,Clark,NV,36.628331,-114.610174,8
-12957563.9041,4389475.6015,1065,26,Amargosa Valley Rest Area,US95,MP 30,Amaragosa Valley,Nye,NV,36.6431,-116.399777,15
-12746307.2292,4396463.9287,1066,26,SB MP 96 Truck Parking,I-15S,MP 96,Logandale,Clark,NV,36.693454,-114.502026,10
-12745584.3204,4397024.1199,1067,26,NB MP 96 Truck Parking,I-15N,MP 96,Logandale,Clark,NV,36.697489,-114.495532,10
-12720101.6191,4408148.3752,1068,26,NB Exit 110 Truck Parking - Mormon Mesa,I-15N,MP 110,Bunkerville,Clark,NV,36.777572,-114.266617,10
-12720150.1545,4408370.7481,1069,26,SB Exit 110 Truck Parking - Mormon Mesa,I-15S,MP 110,Bunkerville,Clark,NV,36.779172,-114.267053,10
-12811787.58,4471586.9578,1070,26,Pahranagat Lake Rest Area,US93,MP 28-29,Lincoln,Lincoln,NV,37.232664,-115.090246,3
-12827470.2699,4513564.4127,1071,26,Crystal Springs Rest Ares,US93,MP 51,Lincoln,Lincoln,NV,37.532299,-115.231126,5
-13074911.9019,4599337.6756,1072,26,Millers Rest Stop,US95/US6,46,Tonopah,Nye,NV,38.140817,-117.453932,5
-12758069.5805,4624658.5787,1073,26,Pony Springs Rest Area,US93,MP 148,Lincoln,Lincoln,NV,38.319495,-114.607689,4
-12803063.0262,4643364.072,1074,26,Sunny Side Rest Area,SR318,MP21,NA,Nye,NV,38.451209,-115.011872,13
-13155581.5746,4651141.097,1075,26,Luning Rest Stop,US95,25,Hawthorne,Mineral,NV,38.5059,-118.1786,6
-12969425.8864,4793240.3207,1076,26,Bean Flat Rest Area,US50,MP 51,Eureka,Eureka,NV,39.497871,-116.506335,15
-12908433.2695,4793537.0719,1077,26,Eureka Rest Area,US 50,MP 38,Eureka,Eureka,NV,39.499928,-115.958429,4
-13351325.7672,4794903.6549,1078,26,Verdi Truck Parking Turn Out EB,I80E,5,Verdi,Washoe,NV,39.5094,-119.937,6
-13351325.7672,4795033.5131,1079,26,Verdi Truck Parking Turn Out WB,I80W,5,Verdi,Washoe,NV,39.5103,-119.937,8
-13284505.7976,4808453.9017,1080,26,WadsWorth Rest Stop or Truck Facility 8,I-80W,42,Olinghouse,Story,NV,39.603249,-119.336746,8
-12772954.2209,4836616.9741,1081,26,Schellbourne Public Rest Stop,US93,93,White Pine,White Pine,NV,39.7979,-114.7414,10
-13219072.4236,4857165.2192,1082,26,Trinity Rest Stop,I-80,83,Toy,Churchill,NV,39.939574,-118.748948,13
-13038454.1007,4884787.7771,1083,26,Valley of the Moon,SR305,MP 39,Battle Mountain,Lander,NV,40.129562,-117.126426,10
-12943475.0867,4961661.3426,1084,26,Emigrant Pass EB Parking,I-80E,271,Carlin,Elko,NV,40.655509,-116.273215,10
-12943338.4977,4961843.2963,1085,26,Emigrant Pass WB Parking,I-80W,271,Carlin,Elko,NV,40.656749,-116.271988,10
-12965729.968,4965251.2979,1086,26,Beowawe West Rest Stop,I-80W,258,Shoshone,Eureka,NV,40.67997,-116.473134,10
-12966396.9943,4965561.3219,1087,26,Beowawe East Rest Stop,I-80E,258,Shoshone,Eureka,NV,40.682082,-116.479126,10
-13038795.1837,4981242.8274,1088,26,Valmy Rest Stop,I-80,216,Valmy,Humboldt,NV,40.788823,-117.12949,23
-13135220.7945,4981324.5762,1089,26,Cosgrave Rest Stop,I-80,158,Mill City,Pershing,NV,40.789379,-117.995696,20
-13067984.7126,5000658.8831,1090,26,Golconda Truck Turnout EB,I-80E,MP 200,Golconda,Humboldt,NV,40.920747,-117.391704,5
-13068095.5868,5000735.7859,1091,26,Golconda Truck Turnout WB,I-80W,MP 200,Golconda,Humboldt,NV,40.921269,-117.3927,5
-12753796.1365,5023927.3002,1092,26,Pequop Rest Stop,I-80,373,Oasis,Elko,NV,41.0785,-114.5693,24
-13112005.226,5092696.3418,1093,26,Orovada Rest Stop,US95N,41,Rebel Creek,Humboldt,NV,41.542525,-117.787147,12
-13179914.3456,5095587.9515,1094,26,Leonard Creek Rest Area,SR140,MP 35,Winnemucca,Humboldt,NV,41.561964,-118.397185,8
-13251734.4528,5142582.8761,1095,26,Thousand Springs Rest Area,SR 140,NA,Winnemucca,Humboldt,NV,41.87707,-119.042356,2
-8151216.315,4984217.1031,1096,30,Truck Rest Area on Long Island,I-495W,By Exit 56,Islip,Suffolk,NY,40.809049,-73.223622,22
-8120843.4155,4986751.9671,1097,30,Truck Rest Area on Long Island,I-495E,By Exit 66,Brookhaven,Suffolk,NY,40.826282,-72.9507776,16
-8202224.5755,5046495.5136,1098,30,Bedford,I-684S,16,Lake Katonah,Westchester,NY,41.231145,-73.681837,15
-8196561.0851,5065838.87,1099,30,Brewster,I-684N,25,Purdys,Putnam,NY,41.361695,-73.630961,18
-8281682.313,5075253.8556,1100,30,Middletown,I-84E,3,New Hampton,Orange,NY,41.425143,-74.395618,15
-8270616.1538,5083240.8281,1101,30,Wallkill,I-84W,5,Montgomery,Orange,NY,41.478919,-74.296209,15
-8206713.8679,5093352.7125,1102,30,East Fishkill,I-84E,17,East Fishkill,Dutchess,NY,41.546938,-73.722165,42
-8206838.1005,5093452.9643,1103,30,Stormville,I-84W,17,East Fishkill,Dutchess,NY,41.547612,-73.723281,48
-8333869.4469,5149927.9721,1104,30,Roscoe,I-86E,313,Hazel,Sullivan,NY,41.92618,-74.864423,7
-8366840.2763,5159993.6932,1105,30,East Branch,I-86W,295,Town of Hancock,Delaware,NY,41.993419,-75.160605,7
-8435848.8984,5164028.1131,1106,30,Southern Tier Welcome Center,1-81N,NA,Kirkwood,Broome,NY,42.020349,-75.78052,16
-8506979.3814,5164441.2394,1107,30,Nichols,I-86E,212,Nichols,Tioga,NY,42.023106,-76.419496,14
-8491426.3787,5173951.0942,1108,30,Owego,I-86W,199,Nichols,Tioga,NY,42.086537,-76.279781,13
-8742563.9292,5175428.102,1109,30,Allegany River,I-86W,72,Saint Bonaventure,Cattaraugus,NY,42.096383,-78.535788,26
-8833464.865,5182180.1647,1110,30,Chautauqua lake,1-86E,NA,NA,Chautauqua,NY,42.141374,-79.352365,28
-8694176.7974,5194622.154,1111,30,Friendship,I-86E,101,Higgins,Allegany,NY,42.224195,-78.101119,12
-8593680.6781,5197563.8872,1112,30,Campbell,I-86E,160,Savona,Steuben,NY,42.243761,-77.198347,12
-8381322.0515,5209990.8439,1113,30,Unadilla,I-88E,39,Sidney,Delaware,NY,42.326348,-75.290697,20
-8377621.235,5214845.7054,1114,30,Wells Bridge,I-88W,40,Sidney,Delaware,NY,42.358583,-75.257452,15
-8611009.2266,5216849.6734,1115,30,Kanona,I-86W,147,Haverling Heights,Steuben,NY,42.371884,-77.354012,10
-8459662.8092,5217330.3513,1116,30,Whitney Point,I-81S,9,Lisle,Broome,NY,42.375074,-75.994444,29
-8323163.1836,5246938.217,1117,30,Worcester (Eastbound),I-88E,74,Worcester,Otsego,NY,42.571253,-74.768247,15
-8313912.3112,5252611.5849,1118,30,East Worcester (Westbound),I-88W,79,Worcester,Otsego,NY,42.608774,-74.685145,9
-8476505.6707,5268752.9689,1119,30,Preble,I-81N,14,Preble,Cortland,NY,42.715402,-76.145746,59
-8663914.9279,5270638.7034,1120,30,Mount Morris,I-390E,38,Mount Morris,Livingston,NY,42.727847,-77.829272,20
-8663910.1411,5270644.7651,1121,30,Geneseo,I-390W,38,Mount Morris,Livingston,NY,42.727887,-77.829229,20
-8212790.799,5293309.5558,1122,30,Clifton Park,I-87N,14,Clifton Park,Saratoga,NY,42.877269,-73.776755,28
-8201440.441,5353557.8921,1123,30,Adirondacks Welcome Center,I-87N,43,Queensbury,Warren,NY,43.272607,-73.674793,15
-8201637.1426,5353832.0284,1124,30,Glens Falls (South),I-87S,43,Queensbury,Warren,NY,43.2744,-73.67656,16
-8458569.3179,5450302.8661,1125,30,Watertown,I-81S,43,Honeyville,Jefferson,NY,43.90209,-75.984621,8
-8204823.4404,5467576.3109,1126,30,High Peaks (North),I-87N,99,North Hudson,Essex,NY,44.013789,-73.705183,20
-8204744.5148,5468053.8451,1127,30,High Peaks (South),I-87S,99,North Hudson,Essex,NY,44.016874,-73.704474,25
-8450850.7583,5478150.7265,1128,30,Orleans,I-81N,49,Calcium,Jefferson,NY,44.082065,-75.915284,11
-8181072.7592,5559463.0836,1129,30,Valcour,I-87N,NA,Harkness,Clinton,NY,44.604446,-73.491827,27
-8175750.9082,5590932.9986,1130,30,Point Au Roche,I-87N,162,West Chazy,Clinton,NY,44.805371,-73.44402,14
-8175996.7017,5591194.7075,1131,30,Beekmantown,I-87S,40,Beekmantown,Clinton,NY,44.807039,-73.446228,14
-9144055.1499,4702275.6138,1132,33,Gallia SR7 SB,Hwy7S,NA,Gallipolis,Gallia,OH,38.864463,-82.142445,10
-9165297.6917,4704726.8089,1133,33,Gallia US35EB,US35EB,NA,Rio Grande,Rio Grande,OH,38.881606,-82.33327,14
-9165329.7517,4705058.294,1134,33,Gallia US35WB,US35WB,NA,Rio Grande,Rio Grande,OH,38.883924,-82.333558,14
-9242294.6005,4714519.4734,1135,33,Scioto US23 SB,US23S,NA,Lucasville,Scioto,OH,38.950052,-83.024945,14
-9331340.8424,4724291.2238,1136,33,Brown SR32 EB,Hwy32E,NA,Sardinia,Brown,OH,39.018286,-83.824861,13
-9264909.2664,4727623.4258,1137,33,Pike SR32 EB,Hwy32E,NA,Latham,Pike,OH,39.041539,-83.228096,11
-9129958.7628,4738665.5188,1138,33,Meigs US33 WB,US33W,NA,Darwin,Meigs,OH,39.118539,-82.015815,12
-9130376.3222,4739697.6383,1139,33,Meigs US33 EB,US33E,NA,Darwin,Meigs,OH,39.125732,-82.019566,12
-9210260.9699,4745481.7825,1140,33,Jackson US35 WB,US35W,NA,Jackson,Jackson,OH,39.166029,-82.737182,22
-9101821.5369,4755485.5754,1141,33,Athens US50EB,US50E,NA,Torch,Athens,OH,39.235669,-81.763054,14
-9148653.5355,4757162.5117,1142,33,Athens US50 WB,US50W,NA,Albany,Athens,OH,39.247336,-82.183753,11
-9364669.5639,4781172.9977,1143,33,Warren I71 NB,I-71N,NA,Lebanon,Warren,OH,39.414172,-84.124258,20
-9364490.6735,4781415.6458,1144,33,Warren I71 SB,I-71S,NA,alebanon,Warren,OH,39.415856,-84.122651,20
-9389639.5276,4781581.6413,1145,33,Butler I75 NB,I-75N,NA,Monroe,Butler,OH,39.417008,-84.348567,20
-9389701.5325,4782028.9205,1146,33,Butler I75 SB,I-75S,NA,Monroe,Butler,OH,39.420112,-84.349124,20
-9065649.7156,4786608.05,1147,33,Washington I77 NB,I-77N,3,Harmar,Washington,OH,39.451882,-81.438117,20
-9018238.1879,4802327.4607,1148,33,Monroe SR7 NB,Hwy7N,NA,Matamoras,Monroe,OH,39.560833,-81.012212,10
-9184926.8802,4802747.2195,1149,33,Hocking US33 EB,US33E,NA,Enterprise,Hocking,OH,39.56374,-82.509602,10
-9184741.8672,4802844.8337,1150,33,Hocking US33 WB,US33W,NA,Enterprise,Hocking,OH,39.564416,-82.50794,10
-9303415.6802,4813327.5744,1151,33,Fayette I71 SB,I-71S,68,Jeffersonville,Fayette,OH,39.636973,-83.574005,13
-9302607.1667,4813408.2345,1152,33,Fayette I71 NB,I-71N,68,Jeffersonville,Fayette,OH,39.637531,-83.566742,12
-9238137.0402,4827833.7409,1153,33,Pickaway US23 SB,US23S,NA,South Bloomfield,Pickaway,OH,39.737253,-82.987597,10
-9435540.5611,4840960.979,1154,33,Preble I70 EB,I-70E,NA,New Oaris,Preble,OH,39.827875,-84.760903,59
-9075753.4065,4852249.6141,1155,33,Guernsey I77 SB,I-77S,36,Pleasant City,Guernsey,OH,39.905709,-81.52888,10
-9298714.4354,4857191.7889,1156,33,Madison I70 EB,I-70E,71,Brighton,Madison,OH,39.939757,-83.531773,19
-9076129.6664,4857349.756,1157,33,Guernsey I77 NB,I-77N,39,Pleasant City,Guernsey,OH,39.940845,-81.53226,10
-9298826.8681,4857485.6562,1158,33,Madison I70 WB,I-70W,71,Brighton,Madison,OH,39.941781,-83.532783,19
-9178561.5204,4857986.877,1159,33,Licking I70 EB,I-70E,131,Firemans Park,Licking,OH,39.945233,-82.452421,60
-9178602.0407,4858410.5822,1160,33,Licking I70 WB,I-70W,131,Firemans Park,Licking,OH,39.948151,-82.452785,60
-9112551.4001,4862142.0885,1161,33,Muskingum I70 WB,I-70W,163,Bridgeville,Muskingum,OH,39.973844,-81.859442,10
-9060669.9495,4871602.1125,1162,33,Guernsey I70 EB,I-70E,189,NA,Guernsey,OH,40.038937,-81.393383,19
-9018437.5611,4875135.8222,1163,33,Belmont I70 EB,I-70E,211,Morristown,Belmont,OH,40.063236,-81.014003,19
-9018146.6832,4875361.2756,1164,33,Belmont I-70W,I-70W,211,Morristown,Belmont,OH,40.064786,-81.01139,24
-9374745.8703,4884568.5151,1165,33,Miami I75NB,I-75N,81,Piqua,Miami,OH,40.128056,-84.214775,29
-9374950.0303,4885269.7046,1166,33,Miami I75 SB,I-75S,81,Piqua,Miami,OH,40.132872,-84.216609,29
-9041353.7915,4893898.8705,1167,33,Harrison US22 SB,US22S,85,Piedmont,Harrison,OH,40.192112,-81.219863,1
-9271305.907,4895190.2515,1168,33,Union US33 NB,US33N,NA,Dipple,Union,OH,40.200973,-83.285558,10
-9271263.8282,4895442.9802,1169,33,Union US33 SB,US33S,NA,Dipple,Union,OH,40.202707,-83.28518,10
-9231567.1865,4898220.6535,1170,33,Delaware I71 NB,I-71N,128,Berkshire,Delaware,OH,40.221762,-82.928579,13
-9231707.115,4898933.0183,1171,33,Delaware I71 SB,I-71S,128,Berkshire,Delaware,OH,40.226648,-82.929836,12
-9041033.1914,4918221.9759,1172,33,Harrison US250 WB,US250W,85,Uhrichsville,Harrison,OH,40.358814,-81.216983,1
-9327312.4126,4925006.1466,1173,33,Logan US33 WB,US33W,NA,Bellefontaine,Logan,OH,40.405237,-83.788673,10
-9327114.0413,4925081.4341,1174,33,Logan US33 EB,US33E,NA,Bellefontaine,Logan,OH,40.405752,-83.786891,10
-9210559.5288,4936092.8977,1175,33,Morrow I71 NB,I-71N,NA,Marengo,Morrow,OH,40.481033,-82.739864,18
-9210877.3459,4936124.6564,1176,33,Morrow I71 SB,I-71S,NA,Marengo,Morrow,OH,40.48125,-82.742719,18
-9247948.9628,4942817.3592,1177,33,Marion US23 SB,US23S,NA,Waldo,Marion,OH,40.526964,-83.075739,10
-9247720.0899,4943008.9225,1178,33,Marion US23 NB,US23N,NA,Waldo,Marion,OH,40.528272,-83.073683,10
-9387537.0364,4947222.0638,1179,33,Auglaize US33 EB,US33E,NA,Moulton,Auglaize,OH,40.557033,-84.32968,20
-9387329.5368,4947431.8819,1180,33,Auglaize US33 WB,US33W,NA,Moulton,Auglaize,OH,40.558465,-84.327816,20
-8979703.3876,4949012.4019,1181,33,Jefferson SR213 EB,Hwy213E,NA,Hammondsville,Jefferson,OH,40.569251,-80.666048,10
-9368374.9445,4953307.879,1182,33,Auglaize I75 NB,I-75N,NA,Wapakoneta,Auglaize,OH,40.598556,-84.157544,20
